skill_set,skill_set_encode
audioboards,audioboards
audiocapture,audiocapture
audiocodecs,audiocodecs
audiocompression,audiocompression
audiocontrol,audiocontrol
audiodesign,audiodesign
audioediting,audioediting
audioeditingsoftware,audioeditingsoftware
audioengineering,audioengineering
audioequipment,audioequipment
audioformats,audioformats
audiomastering,audiomastering
audiomixing,audiomixing
audiopost-production,audiopost-production
audioproduction,audioproduction
audiosystems,audiosystems
audiovault,audiovault
blackmagic,blackmagic
crestron(a/vsystems),crestron(a/vsystems)
davinciresolve(videoeditingsoftware),davinciresolve(videoeditingsoftware)
digitalaudio,digitalaudio
digitalaudioediting,digitalaudioediting
dolbydigital,dolbydigital
fieldrecording,fieldrecording
garageband,garageband
gselector,gselector
headsets,headsets
homerecording,homerecording
internetradio,internetradio
lightworks,lightworks
livesoundmixing,livesoundmixing
logicpro,logicpro
logicstudio,logicstudio
magnetictape,magnetictape
mediamatrix,mediamatrix
megaphone,megaphone
microphonetechniques,microphonetechniques
musiclibraries,musiclibraries
musicproduction,musicproduction
musicsoftware,musicsoftware
musictechnology,musictechnology
poweredspeakers,poweredspeakers
protools,protools
productionsoundmixer,productionsoundmixer
professionalaudio,professionalaudio
publicaddresssystems,publicaddresssystems
recordingformat,recordingformat
smartspeakers,smartspeakers
sonyvegaspro,sonyvegaspro
sounddesign,sounddesign
soundediting,soundediting
soundeffects,soundeffects
soundforge,soundforge
soundrecordingandreproduction,soundrecordingandreproduction
soundreinforcementsystems,soundreinforcementsystems
soundstudio,soundstudio
soundsystems,soundsystems
soundcloud,soundcloud
soundtrackpro,soundtrackpro
spotify,spotify
steinbergnuendo,steinbergnuendo
stereophonicsoundsystem,stereophonicsoundsystem
studiomonitor,studiomonitor
talkradio,talkradio
taperecorders,taperecorders
vehicleaudio,vehicleaudio
vizrt,vizrt
voxpro,voxpro
activelistening,activelistening
bodylanguage,bodylanguage
collaborativecommunications,collaborativecommunications
communicationdesign,communicationdesign
communicationplanning,communicationplanning
communicationstrategies,communicationstrategies
communications,communications
communicationsmanagement,communicationsmanagement
communicativeapproaches,communicativeapproaches
concision,concision
confidentcommunicator,confidentcommunicator
constructioncommunication,constructioncommunication
crisiscommunications,crisiscommunications
customercommunicationsmanagement,customercommunicationsmanagement
de-escalationtechniques,de-escalationtechniques
debating,debating
diction,diction
digitalcommunications,digitalcommunications
discussionfacilitation,discussionfacilitation
dynamiccommunication,dynamiccommunication
engagementskills,engagementskills
expectationmanagement,expectationmanagement
eyecontact,eyecontact
groupdecision-making,groupdecision-making
handsignals,handsignals
incidentcommunication,incidentcommunication
interactivecommunications,interactivecommunications
interculturalcommunication,interculturalcommunication
internationalcommunications,internationalcommunications
interpersonalcommunications,interpersonalcommunications
interviewingskills,interviewingskills
investigativeinterviewing,investigativeinterviewing
lateralcommunication,lateralcommunication
listeningskills,listeningskills
marketingcommunications,marketingcommunications
masscommunication,masscommunication
medicalcommunications,medicalcommunications
motivationalspeaking,motivationalspeaking
non-verbalcommunication,non-verbalcommunication
parentcommunication,parentcommunication
persuasivecommunication,persuasivecommunication
phoneinterviews,phoneinterviews
politicalcommunications,politicalcommunications
positivereinforcement,positivereinforcement
presentationskills,presentationskills
presentations,presentations
professionalcommunication,professionalcommunication
professionalspeaking,professionalspeaking
projectcommunications,projectcommunications
pronunciation,pronunciation
publicspeaking,publicspeaking
questioningskills,questioningskills
reflectivelistening,reflectivelistening
rhetoric,rhetoric
sciencecommunication,sciencecommunication
socialcollaboration,socialcollaboration
socialcommunications,socialcommunications
speechfluency,speechfluency
strategiccommunication,strategiccommunication
tacticalcommunications,tacticalcommunications
technicalcommunication,technicalcommunication
telephoneskills,telephoneskills
verbalcommunicationskills,verbalcommunicationskills
arbortext,arbortext
blogposts,blogposts
blogs,blogs
broadcastdelay,broadcastdelay
buzzsumo(software),buzzsumo(software)
captions,captions
commenting,commenting
componentcontentmanagementsystem(ccms),componentcontentmanagementsystem(ccms)
contentaudit,contentaudit
contentcreation,contentcreation
contentcuration,contentcuration
contentdesign,contentdesign
contentdevelopment,contentdevelopment
contentediting,contentediting
contentinventory,contentinventory
contentmanagement,contentmanagement
contentmigration,contentmigration
contentrepurposing,contentrepurposing
contentreuse,contentreuse
custommedia,custommedia
digitalassetmanagement,digitalassetmanagement
digitalassets,digitalassets
digitalcontent,digitalcontent
digitalcontentcreation,digitalcontentcreation
digitalcontentdelivery,digitalcontentdelivery
digitalcontentmanagement,digitalcontentmanagement
digitalcontentoptimization,digitalcontentoptimization
digitalcontentstrategy,digitalcontentstrategy
dspace,dspace
editorialcalendar,editorialcalendar
inshot,inshot
integratedcontent,integratedcontent
marketingcopy,marketingcopy
medialiteracy,medialiteracy
mediamanagement,mediamanagement
medianegotiations,medianegotiations
mediapitch,mediapitch
oraclewebcenter,oraclewebcenter
pagination,pagination
photomanagement,photomanagement
picmonkey,picmonkey
presscoverage,presscoverage
s1000dspecification,s1000dspecification
singlesourcepublishing,singlesourcepublishing
slideshare,slideshare
socialmediacontentcreation,socialmediacontentcreation
socialmediacontentmanagement,socialmediacontentmanagement
topic-basedauthoring,topic-basedauthoring
usergeneratedcontent,usergeneratedcontent
ventuz,ventuz
breakingnewscoverage,breakingnewscoverage
broadcastnews,broadcastnews
businessjournalism,businessjournalism
digitaljournalism,digitaljournalism
editorialdesign,editorialdesign
entertainmentjournalism,entertainmentjournalism
ghostwriting,ghostwriting
inews(software),inews(software)
investigativejournalism,investigativejournalism
journalism,journalism
journalisticwriting,journalisticwriting
livereporting,livereporting
newsanalysis,newsanalysis
newsanchoring,newsanchoring
newscoverage,newscoverage
newsediting,newsediting
newsreporting,newsreporting
newsstories,newsstories
newswriting,newswriting
newspaperdesign,newspaperdesign
photoessays,photoessays
photojournalism,photojournalism
sportsjournalism,sportsjournalism
trafficreporting,trafficreporting
weatheranchoring,weatheranchoring
yearbooks,yearbooks
academicenglish,academicenglish
afrikaanslanguage,afrikaanslanguage
akan(language),akan(language)
albanianlanguage,albanianlanguage
americansignlanguage(asl),americansignlanguage(asl)
amhariclanguage,amhariclanguage
ancientgreek,ancientgreek
arabiclanguage,arabiclanguage
armenianlanguage,armenianlanguage
assamese,assamese
awadhilanguage,awadhilanguage
azerbaijanilanguage,azerbaijanilanguage
bahasa(language),bahasa(language)
bambaralanguage,bambaralanguage
belarusianlanguage(languagesofbelarus),belarusianlanguage(languagesofbelarus)
bengali(language),bengali(language)
berber(language),berber(language)
bhojpurilanguage,bhojpurilanguage
bilingual(french/english),bilingual(french/english)
bilingual(spanish/english),bilingual(spanish/english)
bosnianlanguage,bosnianlanguage
braille,braille
britishsignlanguage,britishsignlanguage
bulgarianlanguage,bulgarianlanguage
burmeselanguage,burmeselanguage
businessenglish,businessenglish
cambodianlanguage,cambodianlanguage
cantonesechinese,cantonesechinese
capeverdeancreole,capeverdeancreole
castilianspanish,castilianspanish
catalan(language),catalan(language)
chechenlanguage,chechenlanguage
croatianlanguage,croatianlanguage
czechlanguage,czechlanguage
danishlanguage,danishlanguage
dutchlanguage,dutchlanguage
dzongkha,dzongkha
englishlanguage,englishlanguage
estonianlanguage,estonianlanguage
farsilanguage,farsilanguage
filipinolanguage,filipinolanguage
finnishlanguage,finnishlanguage
flemish,flemish
foreignlanguage,foreignlanguage
frenchlanguage,frenchlanguage
gaelic(language),gaelic(language)
germanlanguage,germanlanguage
gujarati(language),gujarati(language)
haitiancreole,haitiancreole
hakkalanguage,hakkalanguage
hausalanguage,hausalanguage
hawaiianlanguage,hawaiianlanguage
hebrewlanguage,hebrewlanguage
hiligaynonlanguage,hiligaynonlanguage
hindilanguage,hindilanguage
hokkienlanguage,hokkienlanguage
hopi(language),hopi(language)
hungarianlanguage,hungarianlanguage
igbo(language),igbo(language)
indonesianlanguage,indonesianlanguage
italianlanguage,italianlanguage
japaneselanguage,japaneselanguage
kannadalanguage,kannadalanguage
kanurilanguage,kanurilanguage
khmerlanguage,khmerlanguage
kinyarwanda,kinyarwanda
kirundi,kirundi
konkanilanguage,konkanilanguage
koreanlanguage,koreanlanguage
kurdish(language),kurdish(language)
languagesofafrica,languagesofafrica
languagesofasia,languagesofasia
latin,latin
latvianlanguage,latvianlanguage
levantinearabic,levantinearabic
lingalalanguage,lingalalanguage
literacy,literacy
lithuanianlanguage,lithuanianlanguage
magahilanguage,magahilanguage
maithili(language),maithili(language)
malaylanguage,malaylanguage
malayalamlanguage,malayalamlanguage
mandarinchinese,mandarinchinese
marathi(language),marathi(language)
marshalleselanguage,marshalleselanguage
moderngreek,moderngreek
modernhebrew,modernhebrew
mongolianlanguage,mongolianlanguage
multilingualism,multilingualism
navajolanguage,navajolanguage
nepali(language),nepali(language)
norwegianlanguages,norwegianlanguages
oriyalanguage,oriyalanguage
oromolanguage,oromolanguage
pashtolanguage,pashtolanguage
polishlanguage,polishlanguage
portugueselanguage,portugueselanguage
punjabilanguage,punjabilanguage
quecha(language),quecha(language)
readingcomprehension,readingcomprehension
romanianlanguage,romanianlanguage
russianlanguage,russianlanguage
seim(language),seim(language)
serbianlanguage,serbianlanguage
serbo-croatianlanguage,serbo-croatianlanguage
shonalanguage,shonalanguage
signlanguages,signlanguages
sindhilanguage,sindhilanguage
sinhaleselanguage,sinhaleselanguage
slovaklanguage,slovaklanguage
slovenianlanguage,slovenianlanguage
somalilanguage,somalilanguage
spanishlanguage,spanishlanguage
sudanese(language),sudanese(language)
swahililanguage,swahililanguage
swedishlanguage,swedishlanguage
tagaloglanguage,tagaloglanguage
taishanese,taishanese
tamil(language),tamil(language)
telugulanguage,telugulanguage
thailanguage,thailanguage
tibetan(language),tibetan(language)
tigrinyalanguage,tigrinyalanguage
tonganlanguage,tonganlanguage
turkishlanguage,turkishlanguage
ukrainianlanguage,ukrainianlanguage
urdulanguage,urdulanguage
uzbeklanguage,uzbeklanguage
vietnameselanguage,vietnameselanguage
visayanlanguages,visayanlanguages
welshlanguage,welshlanguage
woloflanguages,woloflanguages
wordorder,wordorder
xhosa(language),xhosa(language)
yiddishlanguage,yiddishlanguage
yoruba(language),yoruba(language)
african-americanliterature,african-americanliterature
americanliterature,americanliterature
biography,biography
britishliterature,britishliterature
children'sliterature,children'sliterature
chineseliterature,chineseliterature
criticalreading,criticalreading
googlescholar,googlescholar
graphicnovel,graphicnovel
latinamericanliterature,latinamericanliterature
literarystudies,literarystudies
literarytheory,literarytheory
literarytropes,literarytropes
literaturereviews,literaturereviews
manga,manga
youngadultliterature,youngadultliterature
adobeair,adobeair
adobedirector,adobedirector
adobeencore,adobeencore
adobeflash,adobeflash
article(publishing),article(publishing)
audio-visualtechnology,audio-visualtechnology
audiovisualequipment,audiovisualequipment
auditionconducting,auditionconducting
brightcove,brightcove
broadcastoperations,broadcastoperations
broadcastprogramming,broadcastprogramming
broadcasting,broadcasting
databasepublishing,databasepublishing
desktoppublishing,desktoppublishing
digitalmedia,digitalmedia
digitalproductions,digitalproductions
digitalpublishing,digitalpublishing
digitalrecording,digitalrecording
digitalstorytelling,digitalstorytelling
dubbing(filmmaking),dubbing(filmmaking)
edius(videoeditingsoftware),edius(videoeditingsoftware)
electronicmedia,electronicmedia
electronicnewsproductionsystems,electronicnewsproductionsystems
electronicprogramguide,electronicprogramguide
enhancedversatiledisc,enhancedversatiledisc
entertainmenttechnology,entertainmenttechnology
ffmpeg,ffmpeg
filmindustry,filmindustry
filmmaking,filmmaking
films,films
finalcutstudio,finalcutstudio
gracenote,gracenote
gstreamer,gstreamer
ibooks,ibooks
interactivemedia,interactivemedia
linearvideoediting,linearvideoediting
livebroadcast,livebroadcast
livestreaming,livestreaming
mediaethics,mediaethics
mediaproduction,mediaproduction
multimedia,multimedia
musicpublishing,musicpublishing
musicvideo,musicvideo
naturalsounds,naturalsounds
non-lineareditingsystems,non-lineareditingsystems
photographicprocessing,photographicprocessing
picasa,picasa
post-production,post-production
prepress,prepress
promos,promos
publicbroadcasting,publicbroadcasting
radiobroadcasting,radiobroadcasting
realtimestreamingprotocol(rtsp),realtimestreamingprotocol(rtsp)
realitytelevision,realitytelevision
recordlabel,recordlabel
remoterecording,remoterecording
rigging,rigging
satellitetruck,satellitetruck
scriptcoverage,scriptcoverage
storytelling,storytelling
studiorecording,studiorecording
subtitles,subtitles
switcher,switcher
talkshows,talkshows
televisionprogramming,televisionprogramming
trademedia,trademedia
transcoding,transcoding
typepad,typepad
videoconversion,videoconversion
videopost-production,videopost-production
videoprocessing,videoprocessing
vivavideo,vivavideo
webpublishing,webpublishing
webcast,webcast
zetta(radioautomationsoftware),zetta(radioautomationsoftware)
35mmfilms,35mmfilms
adobemediaencoder,adobemediaencoder
adobepremierepro,adobepremierepro
adobepremiererush,adobepremiererush
adobepresenter,adobepresenter
aerialphotography,aerialphotography
aperture,aperture
architecturalphotography,architecturalphotography
aspectratios,aspectratios
betacam,betacam
bokeh,bokeh
cameracalibration,cameracalibration
canoneosdslrcameras,canoneosdslrcameras
cinematography,cinematography
colorgrading,colorgrading
colorphotography,colorphotography
crestronprogramming,crestronprogramming
darkroom,darkroom
digitalcameras,digitalcameras
digitalcinematography,digitalcinematography
digitalphotography,digitalphotography
digitalsignage,digitalsignage
digitalsingle-lensreflexcameras,digitalsingle-lensreflexcameras
digitalvideo,digitalvideo
digitalvideoeffect,digitalvideoeffect
digitalvideoproduction,digitalvideoproduction
digitalvideorecorder,digitalvideorecorder
digitalvisualinterface,digitalvisualinterface
documentcamera,documentcamera
documentaryfilms,documentaryfilms
dvdstudiopro,dvdstudiopro
dynamicimaging,dynamicimaging
fashionphotography,fashionphotography
featurefilms,featurefilms
fieldcamera,fieldcamera
filmediting,filmediting
finalcutpro,finalcutpro
fotor,fotor
gnuimagemanipulationprogram(gimp),gnuimagemanipulationprogram(gimp)
googlesnapseed,googlesnapseed
gopro,gopro
h.264/mpeg-4avc,h.264/mpeg-4avc
h.265,h.265
hdcam(videostorage),hdcam(videostorage)
hdrphotography,hdrphotography
highdynamicrange,highdynamicrange
imageandvideocompression,imageandvideocompression
imageediting,imageediting
imagefusion,imagefusion
imagegeneration,imagegeneration
imagemanagement,imagemanagement
imagequality,imagequality
imageresolution,imageresolution
imagestitching,imagestitching
imovie,imovie
in-planeswitching(ips),in-planeswitching(ips)
independentfilms,independentfilms
iphoto,iphoto
lcdprojector,lcdprojector
liquidcrystaldisplays(lcd),liquidcrystaldisplays(lcd)
long-exposurephotography,long-exposurephotography
macrophotography,macrophotography
minilab,minilab
mirrorimaging,mirrorimaging
moviecameras,moviecameras
movieprojector,movieprojector
mpegvideowizarddvd,mpegvideowizarddvd
mpeg-2,mpeg-2
multiple-cameraproduction,multiple-cameraproduction
naturephotography,naturephotography
networkvideorecorder,networkvideorecorder
ooyala,ooyala
photodirection,photodirection
photoediting,photoediting
photomanipulation,photomanipulation
photoretouching,photoretouching
photoshooting,photoshooting
photostory,photostory
photographicdeveloper,photographicdeveloper
photographiclighting,photographiclighting
photography,photography
photographyportfolio,photographyportfolio
portraitphotography,portraitphotography
powtoon(videosoftware),powtoon(videosoftware)
primelens,primelens
productphotography,productphotography
projectionscreen,projectionscreen
quicktime,quicktime
screenflow,screenflow
shortfilms,shortfilms
shutterspeed,shutterspeed
singlecamera,singlecamera
slideprojector,slideprojector
snagit,snagit
stillcameras,stillcameras
stockphotography,stockphotography
tapeediting/splicing,tapeediting/splicing
teleprompteroperation,teleprompteroperation
televisionproduction,televisionproduction
transparency(projection),transparency(projection)
underwaterphotography,underwaterphotography
underwatervideography,underwatervideography
videocameras,videocameras
videocassette,videocassette
videocodec,videocodec
videoediting,videoediting
videoeditingsoftware,videoeditingsoftware
videoencoding,videoencoding
videographicsarray,videographicsarray
videohomesystem(vhs),videohomesystem(vhs)
videooptimization,videooptimization
videoplayer,videoplayer
videoproduction,videoproduction
videography,videography
virtualcamerasystems,virtualcamerasystems
virtualprintfee(vpf),virtualprintfee(vpf)
visualsystems,visualsystems
visualtechnology,visualtechnology
vscoapp,vscoapp
weddingphotography,weddingphotography
weddingvideography,weddingvideography
windowsmoviemaker,windowsmoviemaker
xdcam(videostorage),xdcam(videostorage)
youtubechannels,youtubechannels
adaptivebitratestreaming,adaptivebitratestreaming
anvato,anvato
appletv,appletv
chromecast,chromecast
confluent,confluent
directshow,directshow
googlecast,googlecast
googletv,googletv
httplivestreaming,httplivestreaming
iptv,iptv
materialexchangeformat,materialexchangeformat
multipointcontrolunit(videotelephony),multipointcontrolunit(videotelephony)
obsstudio,obsstudio
real-timetransportprotocol,real-timetransportprotocol
vbrick(software),vbrick(software)
videocapture,videocapture
videohostingservices,videohostingservices
videoondemand,videoondemand
videostreaming,videostreaming
wirecast,wirecast
wistia,wistia
wowza,wowza
alternativeenergy,alternativeenergy
alternativefuels,alternativefuels
biodiesel,biodiesel
biodieselproduction,biodieselproduction
biofuelproduction,biofuelproduction
biofuels,biofuels
biomass,biomass
cleantechnology,cleantechnology
geothermalenergy,geothermalenergy
geothermalheating,geothermalheating
renewableenergy,renewableenergy
renewableenergydevelopment,renewableenergydevelopment
renewableenergymarkets,renewableenergymarkets
renewableenergysystems,renewableenergysystems
renewablefuels,renewablefuels
ac/dcconverters,ac/dcconverters
ac/dcpower,ac/dcpower
alternatingcurrent,alternatingcurrent
batteryroom,batteryroom
batterytechnology,batterytechnology
busbar,busbar
capacitorvoltagetransformer,capacitorvoltagetransformer
directcurrent,directcurrent
distributedgeneration,distributedgeneration
distributionsystemoperators(dso),distributionsystemoperators(dso)
distributiontransformer,distributiontransformer
economicdispatch,economicdispatch
electricpowerdistribution,electricpowerdistribution
electricpowersystems,electricpowersystems
electricpowertransmission,electricpowertransmission
electricutility,electricutility
electricalindustry,electricalindustry
electricalpowertransmissionanddistribution,electricalpowertransmissionanddistribution
emergencypowersystems,emergencypowersystems
gridconnections,gridconnections
highvoltagetransmissionsystems,highvoltagetransmissionsystems
high-voltagecable,high-voltagecable
loadflowanalysis,loadflowanalysis
loadmanagement,loadmanagement
lowvoltageelectricalwork,lowvoltageelectricalwork
lowvoltagelighting,lowvoltagelighting
mainselectricity,mainselectricity
mediumvoltage,mediumvoltage
mediumvoltagepowerdistribution,mediumvoltagepowerdistribution
nationalelectricalsafetycode,nationalelectricalsafetycode
nerccompliance,nerccompliance
overheadlines,overheadlines
polyphasesystems,polyphasesystems
powerdistribution,powerdistribution
powerdistributiondesign,powerdistributiondesign
powerdistributionunits,powerdistributionunits
powersupplydesign,powersupplydesign
pqmeasurements,pqmeasurements
surgeprotector,surgeprotector
switched-modepowersupply,switched-modepowersupply
switchgear,switchgear
three-phaseelectricpower,three-phaseelectricpower
transformeroil,transformeroil
uninterruptiblepowersupply,uninterruptiblepowersupply
variablefrequencydrives,variablefrequencydrives
voltage,voltage
voltagedrop,voltagedrop
voltageprobes,voltageprobes
wirelesspower,wirelesspower
coolingefficiency,coolingefficiency
energyanalysis,energyanalysis
energyconservation,energyconservation
energyconservationmeasures,energyconservationmeasures
energyefficiencyanalysis,energyefficiencyanalysis
energyefficiencyassessment,energyefficiencyassessment
energyefficiencyimprovement,energyefficiencyimprovement
energyefficiencyresearch,energyefficiencyresearch
energyefficiencyservices,energyefficiencyservices
energyefficiencytechnologies,energyefficiencytechnologies
energyefficientlighting,energyefficientlighting
energyefficientoperations,energyefficientoperations
energymodeling,energymodeling
energysavingproducts,energysavingproducts
energy-efficientbuildings,energy-efficientbuildings
heatrecoverysteamgenerators,heatrecoverysteamgenerators
homeenergyassessment,homeenergyassessment
ledlamps,ledlamps
renewableportfoliostandard,renewableportfoliostandard
residentialenergyconservation,residentialenergyconservation
residentialenergyefficiency,residentialenergyefficiency
advanceddistributionautomation,advanceddistributionautomation
automaticmeterreading,automaticmeterreading
biomassconversion,biomassconversion
biorefinery,biorefinery
energyanalysissystem,energyanalysissystem
energyaudits,energyaudits
energyconsumption,energyconsumption
energyconversion,energyconversion
energydemandmanagement,energydemandmanagement
energyforecasting,energyforecasting
energymanagement,energymanagement
energymanagementplanning,energymanagementplanning
energymanagementsystems,energymanagementsystems
energymarket,energymarket
energypolicy,energypolicy
energyproduction,energyproduction
energyprojectmanagement,energyprojectmanagement
energysupply,energysupply
energytransformation,energytransformation
energytransport,energytransport
flowassurance,flowassurance
fuelmetering,fuelmetering
gasmetersystems,gasmetersystems
hydraulicaccumulators,hydraulicaccumulators
iso50001standard,iso50001standard
leadershipinenergyandenvironmentaldesign(leed)ratingsystem,leadershipinenergyandenvironmentaldesign(leed)ratingsystem
loadshedding,loadshedding
meterreading,meterreading
one-linediagram,one-linediagram
outagemanagementsystems,outagemanagementsystems
powersystemsimulatorforengineering,powersystemsimulatorforengineering
publicutility,publicutility
resourcedistribution,resourcedistribution
smartmeterinstallation,smartmeterinstallation
smartmetersystems,smartmetersystems
sustainabilityprocedures,sustainabilityprocedures
thermalenergystorage,thermalenergystorage
transmissionsystemoperator,transmissionsystemoperator
undergroundutilities,undergroundutilities
utilitycooperative,utilitycooperative
compressednaturalgas(cng),compressednaturalgas(cng)
compressorstation,compressorstation
liquefiednaturalgas,liquefiednaturalgas
naturalgas,naturalgas
naturalgaspipelines,naturalgaspipelines
naturalgasvehicles,naturalgasvehicles
renewablenaturalgas,renewablenaturalgas
sourgas,sourgas
alkylationunits,alkylationunits
aminegastreating,aminegastreating
artificiallift,artificiallift
bottomholeassembly,bottomholeassembly
casingdesign,casingdesign
coiledtubing,coiledtubing
conventionaloil,conventionaloil
deepwaterdrilling,deepwaterdrilling
drillingfluid,drillingfluid
drillingrig,drillingrig
enhancedoilrecovery(eor),enhancedoilrecovery(eor)
extendedreachdrilling,extendedreachdrilling
floatingproduction,floatingproduction
floatingproductionstorageandoffloading,floatingproductionstorageandoffloading
fluidcatalyticcracking,fluidcatalyticcracking
fossilfuel,fossilfuel
fuelgas,fuelgas
geosteering,geosteering
hydraulicfracturing,hydraulicfracturing
hydrodesulfurization,hydrodesulfurization
liquefiedpetroleumgas,liquefiedpetroleumgas
mudpumps,mudpumps
mudsystems,mudsystems
offshoredrilling,offshoredrilling
oilandgas,oilandgas
oilfields,oilfields
oilpipelines,oilpipelines
oilplatforms,oilplatforms
oilrefining,oilrefining
oilrig,oilrig
oilterminal,oilterminal
oiltransfer,oiltransfer
oilwell,oilwell
oilwellworkover,oilwellworkover
petroleumindustry,petroleumindustry
petroleums,petroleums
piperecovery,piperecovery
pipelinepigging,pipelinepigging
pipelinetransport,pipelinetransport
plungerlift,plungerlift
reservoirengineering,reservoirengineering
reservoirmodeling,reservoirmodeling
reservoirsimulation,reservoirsimulation
rotarysteerablesystems,rotarysteerablesystems
seismicinversion,seismicinversion
snubbing(oilandgas),snubbing(oilandgas)
solidscontrol,solidscontrol
specialcoreanalysis,specialcoreanalysis
steaminjection,steaminjection
subseaproductionsystems,subseaproductionsystems
underbalanceddrilling,underbalanceddrilling
waterinjection,waterinjection
wellcompletion(oilandgas),wellcompletion(oilandgas)
wellcontrol,wellcontrol
welldrilling,welldrilling
wellintervention,wellintervention
welllogging,welllogging
wellservices,wellservices
wellstimulation,wellstimulation
welltesting,welltesting
cogeneration,cogeneration
combustionturbines,combustionturbines
condensingboiler,condensingboiler
dieselgenerators,dieselgenerators
electricgenerators,electricgenerators
electricitygeneration,electricitygeneration
energytechnology,energytechnology
enthalpy,enthalpy
fuelcelldesign,fuelcelldesign
fuelcells,fuelcells
gasturbine,gasturbine
generatorcontrolsystem,generatorcontrolsystem
lo-noxburner,lo-noxburner
powerplantequipment,powerplantequipment
powerplantoperations,powerplantoperations
steampowerplant,steampowerplant
steamturbine,steamturbine
turbineblade(engines),turbineblade(engines)
turbines,turbines
commercialsolarprojects,commercialsolarprojects
concentrixsolar,concentrixsolar
passivesolarbuildingdesign,passivesolarbuildingdesign
photodetector,photodetector
photovoltaicsystems,photovoltaicsystems
photovoltaics,photovoltaics
pvsyst,pvsyst
solarapplication,solarapplication
solarcellmanufacturing,solarcellmanufacturing
solarcells,solarcells
solarcollectors,solarcollectors
solarconsulting,solarconsulting
solardesign,solardesign
solardevelopment,solardevelopment
solarenergy,solarenergy
solarenergysystemsinstallation,solarenergysystemsinstallation
solarengineering,solarengineering
solarequipment,solarequipment
solarinverter,solarinverter
solarmanufacturing,solarmanufacturing
solarpanelassembly,solarpanelassembly
solarpanels,solarpanels
solarphotovoltaicdesign,solarphotovoltaicdesign
solarproducts,solarproducts
solarroofs,solarroofs
solarsystems,solarsystems
solarthermalinstallation,solarthermalinstallation
solarthermalsystems,solarthermalsystems
solarwaterheating,solarwaterheating
damconstruction,damconstruction
hydroelectricity,hydroelectricity
hydropower,hydropower
watercad,watercad
windengineering,windengineering
windfarmconstruction,windfarmconstruction
windfarmdesign,windfarmdesign
windfarmdevelopment,windfarmdevelopment
windfarming,windfarming
windpower,windpower
windturbinemaintenance,windturbinemaintenance
windturbinetechnology,windturbinetechnology
windturbines,windturbines
banqueteventorders,banqueteventorders
businessevents,businessevents
cateringarrangements,cateringarrangements
cateringsales,cateringsales
conferencemanagement,conferencemanagement
conferenceplanning,conferenceplanning
conferenceservices,conferenceservices
eventmanagement,eventmanagement
eventmanagementsoftware,eventmanagementsoftware
eventplanning,eventplanning
eventsponsorships,eventsponsorships
eventbrite,eventbrite
liveeventsupport,liveeventsupport
tournaments,tournaments
ushering,ushering
venuemanagement,venuemanagement
virtualevent,virtualevent
weddingreception,weddingreception
airlinecatering,airlinecatering
americanculinaryfederationcertification,americanculinaryfederationcertification
armyfoodmanagementinformationsystem(afmis),armyfoodmanagementinformationsystem(afmis)
bakeryexperience,bakeryexperience
baking,baking
bartending,bartending
beverageproducts,beverageproducts
braising(cooking),braising(cooking)
breads,breads
breakagecontrol,breakagecontrol
brunoise,brunoise
cateringequipment,cateringequipment
cateringmanagement,cateringmanagement
cateringsupplies,cateringsupplies
chainrestaurants,chainrestaurants
charbroiling,charbroiling
clearingtables,clearingtables
coffeemaking,coffeemaking
cooking,cooking
culinaryarts,culinaryarts
culinarymanagement,culinarymanagement
culinaryscience,culinaryscience
dicing,dicing
doughpreparation,doughpreparation
espressobeverages,espressobeverages
espressomachines,espressomachines
eventcatering,eventcatering
finediningexperience,finediningexperience
foodandbeveragemanagement,foodandbeveragemanagement
fooddelivery,fooddelivery
foodpreparation,foodpreparation
foodprograms,foodprograms
foodqualityassuranceandcontrol,foodqualityassuranceandcontrol
foodregulations,foodregulations
foodsafetyandsanitation,foodsafetyandsanitation
foodsecurity,foodsecurity
foodservices,foodservices
foodwastemanagement,foodwastemanagement
frying,frying
fullservicediningexperience,fullservicediningexperience
grilling,grilling
grills,grills
hazardanalysisandcriticalcontrolpoints(haccp),hazardanalysisandcriticalcontrolpoints(haccp)
hotelkitchen,hotelkitchen
industrialdishwashers,industrialdishwashers
ingredientmeasurement,ingredientmeasurement
ingredientpreparation,ingredientpreparation
julienning,julienning
kitchenmanagement,kitchenmanagement
knifeskills,knifeskills
liquorlicense(alcohollaw),liquorlicense(alcohollaw)
marination,marination
mealplanningandpreparation,mealplanningandpreparation
mealservice,mealservice
meatproducts,meatproducts
menucosting,menucosting
menuengineering,menuengineering
menumanagement,menumanagement
menuplanning,menuplanning
mincing,mincing
miseenplace,miseenplace
napkinfolding,napkinfolding
panfrying,panfrying
pasteurization,pasteurization
patisserie,patisserie
pizzabaking,pizzabaking
poultry,poultry
preparationofsalads,preparationofsalads
presentingmenus,presentingmenus
pressurecooking,pressurecooking
recipes,recipes
restaurantmanagement,restaurantmanagement
restaurantoperation,restaurantoperation
roasting,roasting
sauteing,sauteing
seafoodpreparation,seafoodpreparation
seasoning,seasoning
spices(cooking),spices(cooking)
stewing,stewing
tableetiquette,tableetiquette
tablesetting,tablesetting
wineeducation,wineeducation
guestrelations,guestrelations
hospitalityindustry,hospitalityindustry
hospitalitymanagement,hospitalitymanagement
hospitalityservice,hospitalityservice
